description;address;neighborhood;area;bedrooms;suites;wc;parking_spots;value;condo_fee;df_tax;aptlink
SCLRN 704! Vazado! Nascente!;SCLRN 704 Bloco D;Asa Norte;121;3;0;2;0;700000;0;0;-
Lago Norte | Apartamento 1 quarto;CA 2;Setor de Habitações Individuais Norte;50;1;-;1;1;350000;266;600;-
Lazer completo no Pilotis Fechado! Nascente, de Canto, 2 Vagas Soltas, Andar Alto;CCSW 4;Setor Sudoeste;193;3;1;3;2;1500000;1108;2844;-
ATENÇÃO!URGENTE! Vendo excelente apto! Próximo ao centro comercial! 2Quartos! Confira!;CLN 5 Bloco J;Riacho Fundo I;-;2;-;1;-;129900;0;0;-
Vendo um apartamento na Quadra 2 da Vila Buritis;-;Setor Residencial Leste;47;2;-;1;1;170000;-;-;-
OPORTUNIDADE!!! APARTAMENTO NO RIACHO FUNDO II;-;Riacho Fundo II;62;2;0;1;1;85000;0;0;-
Taguatinga (Norte) | Apartamento 2 quartos, sendo 1 suite;QI 24;Setor Industrial;55;2;1;2;1;300000;-;-;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua 36;Sul;54;2;1;2;1;679000;-;-;-
Asa Norte | Apartamento 1 quarto, sendo 1 suite;SCLRN 712 Bloco D;Asa Norte;50;1;1;2;0;200000;-;-;-
Águas Claras (Norte) | Apartamento 4 quartos, sendo 2 suites;Rua 8;Norte;160;4;2;6;3;1350000;890;-;-
Apartamento pronto grande Vicente Pires;CNM 2;Ceilândia Centro;102;3;-;2;1;310000;200;90;-
Cruzeiro Novo 1405 - 3 Quartos + DCE - Próximo ao Terminal do Cruzeiro;SHCES Quadra 1405 Bloco I;Cruzeiro Novo;63;3;0;2;0;579000;380;700;-
COMPRO APARTAMENTO!!! PAGO Á VISTA!!!!;-;Crixá;60;2;0;1;1;39999;0;0;-
APARTAMENTO NO PARANOÁ PARK !!!!!!;-;Paranoá Parque;50;2;0;1;1;69999;-;-;-
Ceilândia (Norte) | Apartamento 2 quartos, sendo 1 suite;QNM 12;Ceilândia Norte;104;2;1;2;1;400000;398;445;-
Taguatinga (Centro) | Apartamento 2 quartos;C 7;Taguatinga Centro;70;2;0;2;1;350000;440;-;-
Asa Norte | Apartamento 2 quartos;SHCGN 706;Asa Norte;75;2;-;1;-;630000;700;1200;-
Asa Norte | Apartamento 2 quartos, sendo 1 suite;SGAN 915 Módulo F;Asa Norte;74;2;1;2;1;880000;450;1500;-
Taguatinga - Apartamento Padrão - Taguatinga;-;Setor Industrial;60;2;1;2;1;285000;303;120;-
Apartamento com 3 dormitórios à venda, 62 m² por R$ 530.000,00 - Cruzeiro Novo - Cruzeiro/DF;SHCES Quadra 207 Bloco B;Cruzeiro Novo;62;3;0;1;1;530000;0;840;-
VENDO FLAT S H T Hotel Go Inn imóvel cadastrado no Pooll;Setor Hoteleiro;Taguatinga Centro;77;1;-;1;1;130000;1500;0;-
Ceilândia (Sul) | Apartamento 3 quartos, sendo 1 suite;QNM 33 Área Especial H;Ceilândia Sul;66;3;1;2;1;385000;485;600;-
Oportunidade Única! Vendo excelente apto! 1Quarto! C/ Elevador! Riacho Fundo 1!Confira!;CLN 5 Bloco J;Riacho Fundo I;-;1;-;1;-;119900;0;0;-
Águas Claras (Sul) | Apartamento 1 quarto;Rua 36;Sul;29;1;-;1;1;240000;410;-;-
LINDO APARTAMENTO REFORMADO !!!;-;Crixá;50;2;0;1;1;67000;-;-;-
Parque Riacho 39, quitado, aceita financiamento e FGTS;QS 27;Riacho Fundo II;54;2;0;1;1;150000;200;0;-
Taguatinga (Norte) | Apartamento 3 quartos;QNL 11 Bloco A;Taguatinga Norte;96;3;-;2;2;319000;430;-;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Quadra 203;Sul;58;2;1;3;1;480000;-;-;-
Águas Claras (Sul) | Apartamento 3 quartos, sendo 1 suite;Quadra 203;Sul;127;3;1;3;2;799000;860;1413;-
Atenção! Urgente! $ 54.900 $ excelente ágio! Não Exige Transferência! QS 307! Prestações R$ 530!;QS 307;Samambaia Sul;-;1;-;1;-;54900000;0;0;-
Lindo Apartamento Reformado, na melhor localização de Vicente Pires! R$ 265.000,00;Rua 4A Chácara 112;Setor Habitacional Vicente Pires;55;2;1;2;0;265000;280;0;-
Brazil Imobiliária Vende um Lindo Apartamento 02 Quartos na CL 106 de Santa Maria;QR 206 Conjunto G;Santa Maria;55;2;-;1;1;130000;-;-;-
Prédio no Mestre D'armas com 9 apartamentos, 440.000;-;Condomínio Mestre D'Armas;280;5;-;5;0;440000;0;0;-
LINDO APARTAMENTO NO PARANOÁ !!!!;-;Paranoá Parque;60;2;0;1;1;75000;0;0;-
LINDO APARTAMENTO NA ASA NORTE !!!;SCN Quadra 3;Asa Norte;70;1;-;1;1;285000;-;-;-
Águas Claras (Norte) | Apartamento 3 quartos, sendo 1 suite;Rua 22;Norte;111;3;1;2;2;1150000;-;-;-
Taguatinga (Norte) | Apartamento 3 quartos, sendo 1 suite;CND 4;Taguatinga Norte;150;3;1;2;0;470000;-;-;-
OPORTUNIDADE IMPERDÍVEL!!! TOTAL VILE!!!;-;Setor Meireles;60;2;0;1;1;64999;0;0;-
Águas Claras (Sul) | Duplex 3 quartos, sendo 2 suites;Rua das Paineiras;Sul;144;3;2;4;2;1475000;796;1671;-
Águas Claras (Sul) | Apartamento 2 quartos;Quadra 203;Sul;58;2;-;1;1;330000;555;-;-
Asa Norte | Apartamento 1 quarto, sendo 1 suite;SGAN;Asa Norte;28;1;1;1;1;300000;460;-;-
Águas Claras (Norte) | Apartamento 3 quartos, sendo 3 suites;Rua 13;Norte;132;3;3;7;1;899999;859;1379;-
Apartamento com 1 dormitório à venda, 26 m² por R$ 330.000,00 - Guará - Brasília/DF;SGCV;Zona Industrial;63;1;0;1;1;330000;350;682;-
Águas Claras (Norte) | Apartamento 4 quartos, sendo 2 suites;Rua das Paineiras;Norte;167;4;2;3;2;1399999;1250;-;-
Apartamento para Venda em Brasília, Núcleo Bandeirante, 3 dormitórios, 1 banheiro;Terceira Avenida Área Especial 12;Núcleo Bandeirante;70;3;0;1;0;309600;250;0;-
Apartamento no residencial Maison Viviane Rinaldi com 2 dorm e 58m, Norte (Águas Claras) - Brasília;Rua 25;Norte;58;2;1;2;1;489680;514;950;-
APENAS 58.000$ DE ENTRADA!!!!;-;Crixá;60;2;0;1;1;58000;0;0;-
Vicente Pires - Apartamento Padrão - Setor Habitacional Vicente Pires;-;Setor Habitacional Vicente Pires;59;2;1;2;1;250000;-;-;-
Taguatinga (Sul) | Apartamento 2 quartos, sendo 1 suite;CSB 3;Taguatinga Sul;70;2;1;2;1;390000;350;900;-
COMPRO APARTAMENTO, PAGO Á VISTA !!!!;-;Crixá;50;2;0;1;1;40000;0;0;-
SQN 112 Bloco I 2 quartos + escritório;SQN 112 Bloco I;Asa Norte;132;2;1;3;1;1350000;980;0;-
Taguatinga (Norte) | Apartamento 4 quartos, sendo 3 suites;CNB 9;Taguatinga Norte;384;4;3;8;2;1200000;1300;-;-
COMPRO APARTAMENTO NO CRIXÁ!!!!;-;Crixá;60;2;0;1;1;40000;0;0;-
LINDO APARTAMENTO, PRÓXIMO AO LAGO!!!!;-;Paranoá Parque;50;2;0;1;1;69999;0;0;-
Brazil Imobiliária Vende um Apartamento na CL 118 de Santa Maria;CL 118 Bloco B;Santa Maria;50;2;-;1;1;150000;-;-;-
Vicente Pires | Apartamento 2 quartos, sendo 1 suite;Rua 4A Chácara 192/1;Setor Habitacional Vicente Pires;55;2;1;1;-;175000;165;-;-
Apartamento à venda, 3 quartos, Recanto das Emas - Brasília/DF;-;Recanto das Emas;200;3;0;1;0;1400000;0;0;-
Taguatinga (Norte) | Apartamento 4 quartos, sendo 4 suites;CNB 9;Taguatinga Norte;275;4;4;10;3;1000000;2500;-;-
Rua 08 - Polo de modas - 2 Quartos - De Frente - Reformado;Rua 8;Guará II;55;2;0;1;0;175000;150;0;-
Apartamento vazado e reformado 02 quartos EQNM 24/26 Ceilândia Norte;EQNM 24/26 Bloco F;Ceilândia Norte;52;2;-;1;0;149000;-;-;-
Riacho Fundo - Apartamento Padrão - RIACHO FUNDO I;-;Riacho Fundo I;30;1;1;1;-;145000;90;-;-
Riacho Fundo - Apartamento Padrão - Riacho Fundo I;-;Riacho Fundo I;35;1;1;1;-;150000;135;54;-
Lançamento Recanto das Emas - Res, Recanto dos pássaros - 2 Quartos - Lazer - Oportunidade única;Avenida Buritís Quadra 805;Recanto das Emas;65;2;0;1;1;205000;300;0;-
SQS 414, 92m² COM ELEVADOR;SQS 414 Bloco O;Asa Sul;91;3;1;2;0;875000;530;900;-
APARTAMENTO BARATO NO RECANTO DAS EMAS!!!!;-;Recanto das Emas;50;2;0;1;0;94999;0;0;-
Taguatinga (Norte) | Apartamento 2 quartos;QI;Setor Industrial;50;2;-;1;1;310000;350;380;-
Lago Norte | Apartamento 1 quarto, sendo 1 suite;CA 2;Setor de Habitações Individuais Norte;30;1;1;2;1;377000;340;-;-
Taguatinga (Norte) | Apartamento 2 quartos, sendo 1 suite;CNB 12;Taguatinga Norte;71;2;1;2;0;295000;560;653;-
Apartamento com 2 quartos garagem QS 431 Res Brisas do Parque;QS 431 Conjunto D;Samambaia Norte;50;2;-;1;1;130000;-;-;-
Guará I | Apartamento 1 quarto, sendo 1 suite;QI 5 Bloco G;Guará I;31;1;1;1;1;314900;-;-;-
Guará I | Apartamento 1 quarto, sendo 1 suite;QI 5 Bloco G;Guará I;31;1;1;1;1;314900;-;-;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua 31;Sul;57;2;1;2;1;540000;-;-;-
COMPRO APARTAMENTO NO PARANOÁ PARQUE!!!!!;-;Paranoá Parque;60;2;0;1;1;45000;0;0;-
Asa Sul | Apartamento 3 quartos, sendo 1 suite;SQS 211;Asa Sul;230;3;1;3;1;1620000;1200;2094;-
OPORTUNIDADE IMPERDÍVEL!!! LINDO APARTAMENTO;-;Ceilândia Sul;60;2;0;1;1;79999;0;0;-
Taguatinga (Sul) | Apartamento 1 quarto;CSG 13;Taguatinga Sul;36;1;-;1;1;200000;245;-;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua 31;Sul;57;2;1;2;1;540000;-;-;-
Taguatinga (Norte) | Apartamento 2 quartos, sendo 1 suite;QI;Setor Industrial;54;2;1;2;1;345000;349;-;-
APARTAMENTO AO LADO DO SHOPPING !!!!!;-;Paranoá Parque;50;2;0;1;1;49999;-;-;-
APARTAMENTO COM VISTA PARA O LAGO!!!;Quadra 29 Conjunto F;Paranoá;50;2;0;1;1;70000;0;0;-
Apartamento para Venda em Brasília, Sul (Águas Claras), 1 dormitório, 1 banheiro;Avenida Jequitibá;Sul;35;1;0;1;0;190000;-;0;-
Apartamento com 3 suítes à venda, 121 m² -Ilhas Maurício no Park Sul- Guará/DF;SGCV Lote 27;Zona Industrial;207;3;3;5;2;1650000;0;0;-
Samambaia (Sul) | Apartamento 2 quartos;QR 502 Conjunto 7;Samambaia Sul;183;2;-;1;1;350000;480;870;-
Águas Claras (Norte) | Apartamento 2 quartos, sendo 1 suite;Alameda Gravatá Quadra 301 Conjunto 09;Norte;60;2;1;2;1;395000;635;834;-
APARTAMENTO RESIDENCIAL em VICENTE PIRES - DF, SETOR HABITACIONAL VICENTE PIRES;-;Setor Habitacional Vicente Pires;152;3;1;3;1;720000;240;550;-
Apartamento 2 quartos para Venda Ceilândia Sul (Ceilândia), Brasília;-;Ceilândia Sul;53;2;0;1;1;265000;-;-;-
Ceilândia (Norte) | Apartamento 3 quartos, sendo 1 suite;QNN 11;Ceilândia Norte;70;3;1;2;1;270000;420;800;-
Riacho Fundo - Apartamento Padrão - Riacho Fundo I;-;Riacho Fundo I;30;1;1;1;-;130000;-;110;-
Taguatinga (Norte) | Apartamento 3 quartos;CNB;Taguatinga Norte;70;3;-;1;1;312000;620;872;-
PROCURO APARTAMENTO NO PARANOÁ E NO CRIXÁ!!!;-;Crixá;60;2;0;2;1;45000;0;0;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua Buriti;Sul;66;2;1;2;1;584000;590;821;-
Taguatinga (Norte) | Apartamento 3 quartos, sendo 1 suite;QI 24;Setor Industrial;120;3;1;2;2;550000;500;1000;-
Brazil Imobiliária Vende - Apartamento na CL 106 de Santa Maria;CL 106;Santa Maria;50;2;-;1;1;110000;-;-;-
APARTAMENTO LINDO NO PARANOÁ !!! SÓ HOJE !!!;-;Paranoá Parque;50;2;0;1;1;65000;0;0;-
APARTAMENTO REFORMADO NO RIACHO FUNDO II !!!;-;Riacho Fundo II;60;2;0;1;1;40000;0;0;-
LINDO APARTAMENTO NA ASA NORTE!!!;SCN Quadra 3;Asa Norte;70;1;-;1;1;249999;-;-;-
Apartamento Top Life Taguatinga 2 quartos;QI 24;Setor Industrial;49;2;0;1;1;260000;-;-;-
APARTAMENTO NO RIACHO FUNDO II !!!;Quadra QC 2;Riacho Fundo II;50;2;-;1;1;85000;-;-;-
Taguatinga (Norte) | Apartamento 3 quartos, sendo 1 suite;CNB 3;Taguatinga Norte;172;3;1;4;2;1100000;643;1037;-
Guará II | Apartamento 2 quartos;Rua 11;Guará II;44;2;-;1;0;180000;-;900;-
Guará II | Apartamento 2 quartos;QE 40 Conjunto I;Guará II;50;2;-;1;0;155000;138;-;-
Apartamento no CASABLANCA MALL RESIDENCE com 2 dorm e 97m, Norte (Águas Claras) - Brasília;Rua 24;Norte;97;2;2;3;2;849700;800;1200;-
Chopin Aguas Claras 04 Quartos 02 Suítes Closet 02 Vagas Reformado Lindo Vista Livre e Definitiva;Rua Copaíba;Norte;107;4;2;2;2;990000;-;-;-
COMPRO APARTAMENTOS!!! PAGO Á VISTA!!!;-;Crixá;-;2;0;1;1;30000;-;-;-
Taguatinga (Centro) | Apartamento 1 quarto;Setor Hoteleiro;Taguatinga Centro;36;1;-;1;-;145000;1250;930;-
ÓTIMO APARTAMENTO EM SÃO SEBASTIÃO!!!!;-;Crixá;60;2;0;1;1;72000;0;0;-
Apartamento com 2 dormitórios à venda, 53 m² por R$ 550.000,00 - Águas Claras Norte - Águas Claras/D;Alameda Gravatá Quadra 301 Conjunto 10;Norte;53;2;0;2;1;550000;348;703;-
Asa Norte | Duplex 2 quartos, sendo 1 suite;SHCGN 714;Asa Norte;140;2;1;3;-;495000;-;600;-
APARTAMENTO COM PISCINA!!! SANTA MARIA!!!;-;Setor Meireles;60;2;0;1;1;64999;0;0;-
Apartamento a venda de 2 quartos com 1 suíte em Taguatinga;QSF 1;Taguatinga Sul;59;2;1;2;1;340000;360;-;-
Lúcio Costa | Apartamento 1 quarto;EPTG QE 2 Lote 1;Quadras Econômicas Lúcio Costa;30;1;-;1;1;270000;240;400;-
LINDO APARTAMENTO !!! MOBILIADO !!!;QNE 3;Taguatinga Norte;45;1;-;1;0;155000;-;-;-
Apartamento 2 qts, suite, reformado, lazer completo Águas Claras;Rua 25;Sul;55;2;1;1;1;420000;-;-;-
Lúcio Costa | Apartamento 1 quarto;EPTG QE 2;Quadras Econômicas Lúcio Costa;39;1;-;1;1;275000;270;-;-
OPORTUNIDADE!!! ACEITA FINANCIAMENTO!!!;-;Riacho Fundo II;60;2;0;1;1;39999;0;0;-
Asa Sul | Apartamento 3 quartos, sendo 1 suite;SQS 303 Bloco C;Asa Sul;110;3;1;3;1;1380000;1000;-;-
Apartamento 2 Quartos à venda, 46 m² por R$ 200.000 - Núcleo Bandeirante/DF;Terceira Avenida Área Especial 2;Núcleo Bandeirante;50;2;0;1;0;220000;0;0;-
APENAS 25.000$***;Quadra QC 2;Riacho Fundo II;55;2;-;1;1;24999;-;-;-
SQS 303 BLOCO H - PRONTO PARA MORAR;SQS 303 Bloco H;Asa Sul;184;3;1;2;1;1570000;1079;2468;-
Apartamento 2 quarto para Venda Asa Norte, Brasília;-;Asa Norte;20000;2;0;1;1;660000;-;-;-
APENAS 49.999$!!! OPORTUNIDADE IMPERDÍVEL;-;Paranoá Parque;60;2;0;1;1;49999;0;0;-
Apartamento no greenfield com 2 dorm e 55m, Asa Sul - Brasília;CRS 515 Bloco B;Asa Sul;55;2;0;1;0;319880;245;788;-
OPORTUNIDADE!!! Apartamento no riacho fundo ll !!!;QS 16 Bloco A;Riacho Fundo II;60;2;-;1;1;87000;-;-;-
Flat Lindo! The Union! Com Elevador! Com Garagem!;SMAS Trecho;Setores Complementares;45;1;0;1;1;470000;500;700;-
LINDO APARTAMENTO NO ITAPÕA PARQUE!!!!;-;Itapoã Parque;60;2;0;1;1;59999;0;0;-
APARTAMENTO BEM LOCALIZADO!!! BARATO!!;-;Crixá;60;2;0;1;1;72999;0;0;-
Apartamento no Village Manacá com 3 dorm e 81m, Sul (Águas Claras) - Brasília;Rua Manacá;Sul;81;3;1;2;1;609220;750;1200;-
LIBERADO PARA VENDA NO CRIXÁ!! APROVEITE;-;Crixá;50;2;0;1;1;69999;-;-;-
Asa Norte | Apartamento 1 quarto;SCRN 710/711;Asa Norte;38;1;-;1;-;240000;230;-;-
AGORA VOCÊ PODE!!!! Parcelas de apenas 88$ !!!!!;Quadra 29 Conjunto E;Paranoá;50;2;0;1;1;70000;0;0;-
Apartamento 3 quartos para Venda Taguatinga Norte (Taguatinga), Brasília;-;Taguatinga Norte;60;3;0;1;1;200000;220;-;-
Apartamento-À VENDA-Guará II-Brasília-DF;Colônia Agrícola Bernardo Sayão Chácara 4;Guará II;55;1;0;1;1;170000;200;100;-
Taguatinga (Sul) | Apartamento 1 quarto, sendo 1 suite;CSG 13;Taguatinga Sul;37;1;1;1;1;200000;250;-;-
APARTAMENTO PRÓXIMO AO LAGO!!!;-;Paranoá Parque;50;2;0;1;1;50000;-;-;-
APARTAMENTO REFORMADO!!!!;-;Paranoá Parque;60;2;0;1;1;75000;0;0;-
Taguatinga (Norte) | Apartamento 2 quartos;QNE 7;Taguatinga Norte;74;2;-;1;-;265000;25;-;-
COMPRE HOJE O SEU APARTAMENTO !!!;QS 29 Conjunto 3;Riacho Fundo II;50;2;-;1;1;85000;0;0;-
Apartamento no res. green field com 2 dorm e 52m, Asa Sul - Brasília;CRS 515 Bloco B;Asa Sul;52;2;0;1;0;389720;245;788;-
Apartamento para Venda em Brasília, Núcleo Bandeirante, 2 dormitórios, 1 suíte, 1 banheiro;Terceira Avenida Área Especial 13;Núcleo Bandeirante;50;2;1;1;0;190000;-;0;-
Apartamento para venda tem 65 metros quadrados com 2 quartos em Ceilândia Norte - Brasília - DF;QNM 12;Ceilândia Norte;65;2;1;2;1;285000;0;0;-
LINDO APARTAMENTO!!! BARATO!!!;-;Paranoá Parque;60;2;0;1;1;79999;0;0;-
APARTAMENTO REFORMADO NO CRIXÁ !!!;-;Crixá;50;2;-;1;1;70000;-;-;-
LINDO APARTAMENTO NO PARANOÁ!!! BARATO!!!;-;Paranoá Parque;60;2;0;1;1;70000;0;0;-
LIFE RESORT 46M² - BEIRA LAGO;SHTN Trecho 2 Lote 3;Asa Norte;68;1;0;1;1;715000;820;0;-
ÓTIMO APARTAMENTO, NO CONDOMÍNIO CRIXÁ !!!;-;Crixá;50;2;0;1;1;69999;0;0;-
APARTAMENTO RESIDENCIAL em TAGUATINGA - DF, TAGUATINGA NORTE (TAGUATINGA);-;Taguatinga Norte;63;2;-;1;1;205000;-;-;-
LINDO APARTAMENTO NO RIACHO !!!!! Aproveite !!;Colônia Agrícola Riacho Fundo I;Riacho Fundo I;62;2;-;2;1;185000;-;-;-
IMPERDÍVEL!!! LINDO APARTAMENTO!!!;-;Paranoá Parque;60;2;0;1;1;68999;0;0;-
OPORTUNIDADE !!!! Apartamento no Paranoá!!!;Quadra 1/2;Paranoá Parque;250;2;-;1;1;75000;-;-;-
APARTAMENTO IMPERDÍVEL!!! BARATO!!!;-;Paranoá Parque;60;2;0;1;1;49999;0;0;-
APARTAMENTO QUITADO, ASA NORTE!!!!;-;Asa Norte;65;2;0;1;1;249999;0;0;-
Apartamento para Venda em Brasília, Núcleo Bandeirante, 1 dormitório, 1 banheiro;Terceira Avenida Blocos 1124A/1226A;Núcleo Bandeirante;35;1;0;1;0;120000;180;0;-
Apartamento no Prédio com 6 dorm e 115m, Samambaia Norte (Samambaia) - Brasília;QN 831 Conjunto 2;Samambaia Norte;115;6;0;6;0;384410;0;1000;-
Apartamento-À VENDA-Setor Habitacional Samambaia (Taguatinga)-Brasília-DF;Chácara 129;Setor Habitacional Vicente Pires - Trecho 3;38;1;0;1;-;125000;-;-;-
COMPRO APARTAMENTO NO PARANOÁ!!! PAGO Á VISTA!!!;-;Paranoá Parque;60;2;0;1;1;50000;0;0;-
Apartamento no residêncial Vicente pires com 2 dorm e 47m, Setor Habitacional Vicente Pires;Rua 8;Setor Habitacional Vicente Pires;47;2;0;1;0;164740;350;600;-
APROVEITE HOJE!!! ÚLTIMAS UNIDADES!!!;-;Paranoá Parque;60;2;0;1;1;76999;0;0;-
ÓTIMO APARTAMENTO REFORMADO!!!!;-;Paranoá Parque;60;2;0;1;1;78000;0;0;-
APARTAMENTO BEM LOCALIZADO NO PARANOÁ!!;-;Paranoá Parque;55;2;0;1;1;90000;0;0;-
Apartamento 2 quartos para Venda QNN 11 Ceilândia Norte (Ceilândia), Brasília;-;Ceilândia Norte;53;2;0;1;1;180000;-;-;-
ÓTIMA CASA NO RECANTO DAS EMAS!!!!;-;Recanto das Emas;100;3;0;1;1;155000;0;0;-
LIBERADO PARA VENDA!!!!;-;Crixá;50;2;0;1;1;70000;-;-;-
APARTAMENTO IDEAL PARA VOCÊ!!! Só hoje !!!;-;Crixá;50;2;1;1;1;69999;-;-;-
Apartamento 2 quartos para Venda QNL 01 Taguatinga Norte (Taguatinga) DF;-;Taguatinga Norte;84;2;0;2;1;239000;-;-;-
Ótimo apartamento no condomínio 23!! APROVEITE !!!;QS 5;Riacho Fundo II;55;2;-;1;1;85000;-;-;-
APARTAMENTO NA CNB 14!!! APROVEITE!!!;-;Taguatinga Norte;64;3;-;3;-;89999;0;0;-
PRÉDIO AO LADO DO TERMINAL!!!! APROVEITE;Quadra 508;Recanto das Emas;300;5;-;5;2;330000;-;-;-
OPORTUNIDADE !!! PRÉDIO NO RECANTO !!!;Quadra 511;Recanto das Emas;250;5;-;5;2;330000;-;-;-
APARTAMENTO BEM LOCALIZADO !!! BARATO!!!;-;Crixá;50;2;0;1;1;69999;-;-;-
LINDO APARTAMENTO COM MÓVEIS PLANEJADOS;-;Área de Desenvolvimento Econômico;64;2;0;1;0;250000;0;0;-
OPORTUNIDADE!!! APARTAMENTO BARATO!!;-;Paranoá Parque;60;2;0;1;1;75000;0;0;-
FLAT EM ÁREA NOBRE DO LAGO NORTE!!!;SQS 216;Asa Sul;60;1;-;1;1;399999;-;-;-
Apartamento no península aguas claras com 4 dorm e 128m, Sul (Águas Claras) - Brasília;Avenida das Araucárias;Sul;128;4;2;3;2;999380;650;1000;-
LINDO APARTAMENTO NO CRIXÁ!!! SÃO SEBASTIÃO!!;-;Crixá;60;2;0;1;1;75000;0;0;-
IMPERDÍVEL!!! APARTAMENTO BARATO NO PARANOÁ;-;Paranoá Parque;60;2;0;1;1;69999;0;0;-
COMPRO APARTAMENTO NO CRIXÁ!!! PAGO Á VISTA!!!;-;Setor de Mansões Dom Bosco;60;2;0;1;1;39999;0;0;-
OPORTUNIDADE!!! EXCELENTE APARTAMENTO !!!;-;Riacho Fundo II;60;2;0;1;1;39999;0;0;-
VENHA MORAR NA ASA NORTE!!!!;SHN Quadra 3 Bloco A;Asa Norte;70;1;-;1;1;279999;-;-;-
VENHA MORAR EM UM LINDO APARTAMENTO !!!;SCN Quadra 3;Asa Norte;70;1;-;1;1;280000;-;-;-
LINDO SOBRADO EM TAGUATINGA !!!!;QNJ 5;Taguatinga Norte;450;5;-;5;5;650000;-;-;-
APARTAMENTO INCRÍVEL DE 2 QUARTOS!!!!!!;QS 4;Riacho Fundo II;50;2;-;1;1;99999;-;-;-
1.400 metros de terreno!!! Com casa no lote!!!;Quadra 801 Conjunto 5-A;Recanto das Emas;1400;2;-;1;1;280000;-;-;-
COMPRO APARTAMENTO NO ITAPÕA PARQUE!!!!;-;Itapoã Parque;60;2;0;1;1;39999;0;0;-
COMPRO APARTAMENTO NO ITAPÕA!!!;-;Itapoã Parque;60;2;0;1;1;40000;0;0;-
LINDO APARTAMENTO!!! BEM LOCALIZADO!!!!;-;Del Lago I;60;2;0;1;1;59999;0;0;-
Apartamento para venda com 55 metros quadrados com 2 quartos em Riacho Fundo II - Brasília - DF;-;Riacho Fundo II;55;2;0;1;1;55000;0;0;-
LINDO APARTAMENTO!!! BARATO NO CRIXÁ!!!;-;Crixá;60;2;0;1;1;73000;0;0;-
APARTAMENTO NO LAGO NORTE!!!;SQS 214;Asa Sul;60;1;-;1;1;400000;-;-;-
APARTAMENTO NA CEILÂNDIA !!!;QNN 8;Ceilândia Sul;75;2;-;1;0;139999;-;-;-
APARTAMENTO NO CONDOMÍNIO 29!!! Aproveite !!!;QS 15 Conjunto 1;Riacho Fundo II;60;2;-;1;1;87000;-;-;-
PROCURO APARTAMENTO NO PARANOÁ !!;-;Paranoá Parque;50;2;0;1;1;40000;0;0;-
OPORTUNIDADE!!! SAIA DO ALUGUEL!!!;-;Paranoá Parque;60;2;0;1;1;78000;0;0;-
SOMENTE HOJE!!! APARTAMENTO NO RIACHO !!!;QS 16 Bloco C;Riacho Fundo II;50;2;-;1;1;86999;-;-;-
TEM UM APARTAMENTO NO CRIXÁ PARA VENDER ??? ABRA ESSE ANÚNCIO!!!!;-;Paranoá Parque;60;2;0;1;0;50000;0;0;-
TEM APARTAMENTO NO PARANOÁ????? ABRA ESSE ANÚNCIO;-;Paranoá Parque;60;2;0;1;1;50000;0;0;-
LINDO APARTAMENTO, BEM LOCALIZADO NO PARANOÁ!!!;-;Paranoá Parque;60;2;0;1;0;69999;0;0;-
APARTAMENTO NO CONDOMÍNIO 40!!! APROVEITE !!;QS 3 Conjunto 5;Riacho Fundo II;52;2;-;1;1;79999;-;-;-
APARTAMENTO COM PEQUENAS PARCELAS!!!;-;Crixá;50;2;0;1;1;69999;0;0;-
Águas Claras (Sul) | Apartamento 2 quartos, sendo 1 suite;Rua 31;Sul;53;2;1;2;1;480000;-;-;-
Ótimo Sobrado em Taguatinga sul !!!!;QNE 1;Taguatinga Norte;400;5;-;5;5;650000;-;-;-
APARTAMENTO EM CONDOMÍNIO FECHADO !!!!;QS 14 Área Especial 2;Riacho Fundo II;55;2;-;1;1;87000;-;-;-
APARTAMENTO NO CONDOMÍNIO 29!! Aproveite !!;QS 14 Conjunto 6;Riacho Fundo II;50;2;-;1;1;86999;-;-;-
APARTAMENTO EM CONDOMÍNIO FECHADO!!!!;QS 3 Conjunto 5;Riacho Fundo II;50;2;-;1;1;87000;-;-;-
OPORTUNIDADE!!! LINDO APARTAMENTO NO PARANOÁ;-;Paranoá Parque;60;2;0;1;1;74999;0;0;-
OPORTUNIDADE!!! APARTAMENTO EM CEILÂNDIA!!!;-;Ceilândia Norte;80;2;0;1;1;85000;0;0;-
PRÉDIO EXCELENTE !!!! RENDA MENSAL !!!;Quadra 801 Conjunto 13;Recanto das Emas;600;5;-;5;5;899999;-;-;-
APARTAMENTO REFORMADO!!! LIGUE AGORA!!!;-;Paranoá Parque;60;2;0;1;1;74999;0;0;-
APARTAMENTO NA ASA NORTE!! BEM LOCALIZADO;-;Setor de Habitações Individuais Norte;70;1;1;1;1;250000;0;0;-
Apartamento no novitá com 2 dorm e 50m, Taguatinga Centro (Taguatinga) - Brasília;C 6;Taguatinga Centro;50;2;1;2;2;349010;400;1400;-
